Strike,Last Price,Bid,Mid,Ask,Volume,Open Interest,IV,Delta,Gamma,Theta,Vega,OptionType,Expiration,IV,Last_Price,OI,UndPrice
35.00,17.30,17.20,17.38,17.55,1,13,551.55%,-0.74,0.0269,-0.40,0.01,Put,2026-03-18,5.515499999999999,17.3,13,16.41
36.00,-,18.20,18.38,18.55,0,58,565.50%,-0.74,0.0260,-0.41,0.01,Put,2026-03-18,5.655,,58,16.41
37.00,-,19.15,19.33,19.50,0,9,571.78%,-0.75,0.0253,-0.41,0.01,Put,2026-03-18,5.7177999999999995,,9,16.41
38.00,-,20.20,20.38,20.55,0,12,591.80%,-0.75,0.0245,-0.42,0.01,Put,2026-03-18,5.917999999999999,,12,16.41
39.00,-,21.15,21.33,21.50,0,16,597.00%,-0.76,0.0239,-0.42,0.01,Put,2026-03-18,5.97,,16,16.41
40.00,22.15,22.15,22.33,22.50,19,13,608.94%,-0.76,0.0233,-0.42,0.01,Put,2026-03-18,6.0894,22.15,13,16.41
42.50,-,24.65,24.83,25.00,0,1,637.07%,-0.77,0.0219,-0.44,0.01,Put,2026-03-18,6.3707,,1,16.41
45.00,-,27.15,27.33,27.50,0,16,663.03%,-0.77,0.0208,-0.45,0.01,Put,2026-03-18,6.6303,,16,16.41
47.50,-,29.65,29.83,30.00,0,0,687.12%,-0.77,0.0199,-0.46,0.01,Put,2026-03-18,6.8712,,0,16.41
50.00,-,32.15,32.33,32.50,0,0,709.60%,-0.78,0.0190,-0.47,0.01,Put,2026-03-18,7.096,,0,16.41
55.00,-,37.15,37.33,37.50,0,0,750.45%,-0.79,0.0177,-0.49,0.01,Put,2026-03-18,7.5045,,0,16.41
60.00,-,42.15,42.33,42.50,0,0,786.80%,-0.79,0.0166,-0.51,0.01,Put,2026-03-18,7.867999999999999,,0,16.41
65.00,47.30,47.15,47.33,47.50,6,62,819.53%,-0.80,0.0158,-0.52,0.01,Put,2026-03-18,8.1953,47.3,62,16.41
70.00,-,52.15,52.33,52.50,0,0,849.27%,-0.80,0.0150,-0.53,0.01,Put,2026-03-18,8.4927,,0,16.41
75.00,-,57.15,57.33,57.50,0,0,876.51%,-0.80,0.0144,-0.54,0.01,Put,2026-03-18,8.7651,,0,16.41
80.00,-,62.15,62.33,62.50,0,0,901.63%,-0.80,0.0139,-0.55,0.01,Put,2026-03-18,9.0163,,0,16.41
85.00,-,67.15,67.33,67.50,0,0,924.93%,-0.81,0.0135,-0.56,0.01,Put,2026-03-18,9.2493,,0,16.41
90.00,-,72.15,72.33,72.50,0,62,946.64%,-0.81,0.0131,-0.57,0.01,Put,2026-03-18,9.4664,,62,16.41
95.00,77.25,77.15,77.33,77.50,3,0,966.98%,-0.81,0.0127,-0.58,0.01,Put,2026-03-18,9.6698,77.25,0,16.41
100.00,-,82.15,82.33,82.50,0,0,986.09%,-0.81,0.0124,-0.59,0.01,Put,2026-03-18,9.8609,,0,16.41
